Data;Hora;Chuva (mm);Nível (cm);Vazão (m3/s);
12/03/2022;00:15:00;0             ;180             ;58.68;
12/03/2022;00:30:00;0             ;180             ;58.68;
12/03/2022;00:45:00;0             ;181             ;59.39;
12/03/2022;01:00:00;0             ;182             ;60.1;
12/03/2022;01:15:00;0             ;183             ;60.81;
12/03/2022;01:30:00;0             ;185             ;62.25;
12/03/2022;01:45:00;0             ;186             ;62.97;
12/03/2022;02:00:00;0             ;188             ;64.43;
12/03/2022;02:15:00;0             ;190             ;65.89;
12/03/2022;02:30:00;0             ;192             ;67.37;
12/03/2022;02:45:00;0             ;194             ;68.86;
12/03/2022;03:00:00;0             ;196             ;70.36;
12/03/2022;03:15:00;0             ;198             ;71.88;
12/03/2022;03:30:00;0             ;200             ;73.4;
12/03/2022;03:45:00;0             ;203             ;75.71;
12/03/2022;04:00:00;0             ;205             ;77.27;
12/03/2022;04:15:00;0             ;208             ;79.62;
12/03/2022;04:30:00;0             ;210             ;81.2;
12/03/2022;04:45:00;0             ;213             ;83.6;
12/03/2022;05:00:00;0             ;215             ;85.21;
12/03/2022;05:15:00;0             ;216             ;86.02;
12/03/2022;05:30:00;0             ;218             ;87.65;
12/03/2022;05:45:00;0             ;219             ;88.46;
12/03/2022;06:00:00;0             ;219             ;88.46;
12/03/2022;06:15:00;0             ;219             ;88.46;
12/03/2022;06:30:00;0             ;220             ;89.28;
12/03/2022;06:45:00;0             ;219             ;88.46;
12/03/2022;07:00:00;0             ;219             ;88.46;
12/03/2022;07:15:00;0             ;218             ;87.65;
12/03/2022;07:30:00;0             ;217             ;86.83;
12/03/2022;07:45:00;0             ;216             ;86.02;
12/03/2022;08:00:00;0             ;216             ;86.02;
12/03/2022;08:15:00;0             ;214             ;84.4;
12/03/2022;08:30:00;0             ;213             ;83.6;
12/03/2022;08:45:00;0             ;212             ;82.8;
12/03/2022;09:00:00;0             ;210             ;81.2;
12/03/2022;09:15:00;0             ;209             ;80.41;
12/03/2022;09:30:00;0             ;208             ;79.62;
12/03/2022;09:45:00;0             ;207             ;78.83;
12/03/2022;10:00:00;0             ;205             ;77.27;
12/03/2022;10:15:00;0             ;204             ;76.49;
12/03/2022;10:30:00;0             ;203             ;75.71;
12/03/2022;10:45:00;0             ;202             ;74.94;
12/03/2022;11:00:00;0             ;202             ;74.94;
12/03/2022;11:15:00;0             ;201             ;74.17;
12/03/2022;11:30:00;0             ;200             ;73.4;
12/03/2022;11:45:00;0             ;200             ;73.4;
12/03/2022;12:00:00;0             ;199             ;72.64;
12/03/2022;12:15:00;0             ;199             ;72.64;
12/03/2022;12:30:00;0             ;199             ;72.64;
12/03/2022;12:45:00;0             ;198             ;71.88;
12/03/2022;13:00:00;0             ;198             ;71.88;
12/03/2022;13:15:00;0             ;198             ;71.88;
12/03/2022;13:30:00;0             ;198             ;71.88;
12/03/2022;13:45:00;0             ;198             ;71.88;
12/03/2022;14:00:00;0             ;197             ;71.12;
12/03/2022;14:15:00;0             ;197             ;71.12;
12/03/2022;14:30:00;0             ;197             ;71.12;
12/03/2022;14:45:00;0             ;197             ;71.12;
12/03/2022;15:00:00;0             ;197             ;71.12;
12/03/2022;15:15:00;0             ;197             ;71.12;
12/03/2022;15:30:00;0             ;197             ;71.12;
12/03/2022;15:45:00;0             ;197             ;71.12;
12/03/2022;16:00:00;0             ;196             ;70.36;
12/03/2022;16:15:00;0             ;196             ;70.36;
12/03/2022;16:30:00;0             ;196             ;70.36;
12/03/2022;16:45:00;0             ;196             ;70.36;
12/03/2022;17:00:00;0             ;196             ;70.36;
12/03/2022;17:15:00;0             ;196             ;70.36;
12/03/2022;17:30:00;0             ;196             ;70.36;
12/03/2022;17:45:00;0             ;196             ;70.36;
12/03/2022;18:00:00;0             ;196             ;70.36;
12/03/2022;18:15:00;0             ;196             ;70.36;
12/03/2022;18:30:00;0             ;195             ;69.61;
12/03/2022;18:45:00;0             ;195             ;69.61;
12/03/2022;19:00:00;0             ;195             ;69.61;
12/03/2022;19:15:00;0             ;195             ;69.61;
12/03/2022;19:30:00;0             ;195             ;69.61;
12/03/2022;19:45:00;0             ;195             ;69.61;
12/03/2022;20:00:00;0             ;195             ;69.61;
12/03/2022;20:15:00;0             ;195             ;69.61;
12/03/2022;20:30:00;0             ;195             ;69.61;
12/03/2022;20:45:00;0             ;195             ;69.61;
12/03/2022;21:00:00;0             ;195             ;69.61;
12/03/2022;21:15:00;0             ;195             ;69.61;
12/03/2022;21:30:00;0             ;195             ;69.61;
12/03/2022;21:45:00;0             ;194             ;68.86;
12/03/2022;22:00:00;0             ;195             ;69.61;
12/03/2022;22:15:00;0             ;194             ;68.86;
12/03/2022;22:30:00;0             ;194             ;68.86;
12/03/2022;22:45:00;0             ;194             ;68.86;
12/03/2022;23:00:00;0             ;194             ;68.86;
12/03/2022;23:15:00;0             ;193             ;68.11;
12/03/2022;23:30:00;0             ;193             ;68.11;
12/03/2022;23:45:00;0             ;192             ;67.37;
13/03/2022;00:00:00;0             ;192             ;67.37;
13/03/2022;00:15:00;0             ;191             ;66.63;
13/03/2022;00:30:00;0             ;190             ;65.89;
13/03/2022;00:45:00;0             ;189             ;65.16;
13/03/2022;01:00:00;0             ;188             ;64.43;
13/03/2022;01:15:00;0             ;187             ;63.7;
13/03/2022;01:30:00;0             ;187             ;63.7;
13/03/2022;01:45:00;0             ;187             ;63.7;
13/03/2022;02:00:00;0             ;188             ;64.43;
13/03/2022;02:15:00;0             ;188             ;64.43;
13/03/2022;02:30:00;0             ;190             ;65.89;
13/03/2022;02:45:00;0             ;191             ;66.63;
13/03/2022;03:00:00;0             ;194             ;68.86;
13/03/2022;03:15:00;0             ;196             ;70.36;
13/03/2022;03:30:00;0             ;199             ;72.64;
13/03/2022;03:45:00;0             ;201             ;74.17;
13/03/2022;04:00:00;0             ;204             ;76.49;
13/03/2022;04:15:00;0             ;206             ;78.05;
13/03/2022;04:30:00;0             ;208             ;79.62;
13/03/2022;04:45:00;0             ;211             ;82;
13/03/2022;05:00:00;0             ;213             ;83.6;
13/03/2022;05:15:00;0             ;214             ;84.4;
13/03/2022;05:30:00;0             ;215             ;85.21;
13/03/2022;05:45:00;0             ;216             ;86.02;
13/03/2022;06:00:00;0             ;217             ;86.83;
13/03/2022;06:15:00;0             ;216             ;86.02;
13/03/2022;06:30:00;0             ;216             ;86.02;
13/03/2022;06:45:00;0             ;215             ;85.21;
13/03/2022;07:00:00;0             ;214             ;84.4;
13/03/2022;07:15:00;0             ;213             ;83.6;
13/03/2022;07:30:00;0             ;212             ;82.8;
13/03/2022;07:45:00;0             ;210             ;81.2;
13/03/2022;08:00:00;0             ;209             ;80.41;
13/03/2022;08:15:00;0             ;207             ;78.83;
13/03/2022;08:30:00;0             ;205             ;77.27;
13/03/2022;08:45:00;0             ;204             ;76.49;
13/03/2022;09:00:00;0             ;202             ;74.94;
13/03/2022;09:15:00;0             ;200             ;73.4;
13/03/2022;09:30:00;0             ;199             ;72.64;
13/03/2022;09:45:00;0             ;198             ;71.88;
13/03/2022;10:00:00;0             ;196             ;70.36;
13/03/2022;10:15:00;0             ;195             ;69.61;
13/03/2022;10:30:00;0             ;194             ;68.86;
13/03/2022;10:45:00;0             ;192             ;67.37;
13/03/2022;11:00:00;0             ;191             ;66.63;
13/03/2022;11:15:00;0             ;190             ;65.89;
13/03/2022;11:30:00;0             ;190             ;65.89;
13/03/2022;11:45:00;0             ;189             ;65.16;
13/03/2022;12:00:00;0             ;188             ;64.43;
13/03/2022;12:15:00;0             ;187             ;63.7;
13/03/2022;12:30:00;0             ;187             ;63.7;
13/03/2022;12:45:00;0             ;186             ;62.97;
13/03/2022;13:00:00;0             ;186             ;62.97;
13/03/2022;13:15:00;0             ;186             ;62.97;
13/03/2022;13:30:00;0             ;185             ;62.25;
13/03/2022;13:45:00;0             ;185             ;62.25;
13/03/2022;14:00:00;0             ;185             ;62.25;
13/03/2022;14:15:00;0             ;185             ;62.25;
13/03/2022;14:30:00;0             ;184             ;61.53;
13/03/2022;14:45:00;0             ;184             ;61.53;
13/03/2022;15:00:00;0             ;184             ;61.53;
13/03/2022;15:15:00;0             ;183             ;60.81;
13/03/2022;15:30:00;0             ;183             ;60.81;
13/03/2022;15:45:00;0             ;183             ;60.81;
13/03/2022;16:00:00;0             ;183             ;60.81;
13/03/2022;16:15:00;0             ;183             ;60.81;
13/03/2022;16:30:00;0             ;182             ;60.1;
13/03/2022;16:45:00;0             ;182             ;60.1;
13/03/2022;17:00:00;0             ;182             ;60.1;
13/03/2022;17:15:00;0             ;182             ;60.1;
13/03/2022;17:30:00;0             ;182             ;60.1;
13/03/2022;17:45:00;0             ;182             ;60.1;
13/03/2022;18:00:00;0             ;183             ;60.81;
13/03/2022;18:15:00;0             ;182             ;60.1;
13/03/2022;18:30:00;0             ;183             ;60.81;
13/03/2022;18:45:00;0             ;183             ;60.81;
13/03/2022;19:00:00;0             ;183             ;60.81;
13/03/2022;19:15:00;0             ;183             ;60.81;
13/03/2022;19:30:00;0             ;183             ;60.81;
13/03/2022;19:45:00;0             ;183             ;60.81;
13/03/2022;20:00:00;0             ;182             ;60.1;
13/03/2022;20:15:00;0             ;183             ;60.81;
13/03/2022;20:30:00;0             ;182             ;60.1;
13/03/2022;20:45:00;0             ;182             ;60.1;
13/03/2022;21:00:00;0             ;182             ;60.1;
13/03/2022;21:15:00;0             ;182             ;60.1;
13/03/2022;21:30:00;0             ;182             ;60.1;
13/03/2022;21:45:00;0             ;181             ;59.39;
13/03/2022;22:00:00;0             ;181             ;59.39;
13/03/2022;22:15:00;0             ;180             ;58.68;
13/03/2022;22:30:00;0             ;179             ;57.98;
13/03/2022;22:45:00;0             ;178             ;57.28;
13/03/2022;23:00:00;0             ;177             ;56.58;
13/03/2022;23:15:00;0             ;176             ;55.89;
13/03/2022;23:30:00;0             ;175             ;55.2;
13/03/2022;23:45:00;0             ;174             ;54.51;
14/03/2022;00:00:00;0             ;174             ;54.51;
14/03/2022;00:15:00;0             ;173             ;53.82;
14/03/2022;00:30:00;0             ;173             ;53.82;
14/03/2022;00:45:00;0             ;173             ;53.82;
14/03/2022;01:00:00;0             ;173             ;53.82;
14/03/2022;01:15:00;0             ;173             ;53.82;
14/03/2022;01:30:00;0             ;174             ;54.51;
14/03/2022;01:45:00;0             ;175             ;55.2;
14/03/2022;02:00:00;0             ;176             ;55.89;
14/03/2022;02:15:00;0             ;178             ;57.28;
14/03/2022;02:30:00;0             ;180             ;58.68;
14/03/2022;02:45:00;0             ;182             ;60.1;
14/03/2022;03:00:00;0             ;184             ;61.53;
14/03/2022;03:15:00;0             ;187             ;63.7;
14/03/2022;03:30:00;0             ;190             ;65.89;
14/03/2022;03:45:00;0             ;193             ;68.11;
14/03/2022;04:00:00;0             ;196             ;70.36;
14/03/2022;04:15:00;0             ;199             ;72.64;
14/03/2022;04:30:00;0             ;202             ;74.94;
14/03/2022;04:45:00;0             ;205             ;77.27;
14/03/2022;05:00:00;0             ;208             ;79.62;
14/03/2022;05:15:00;0             ;210             ;81.2;
14/03/2022;05:30:00;0             ;211             ;82;
14/03/2022;05:45:00;0             ;212             ;82.8;
14/03/2022;06:00:00;0             ;212             ;82.8;
14/03/2022;06:15:00;0             ;212             ;82.8;
14/03/2022;06:30:00;0             ;212             ;82.8;
14/03/2022;06:45:00;0             ;212             ;82.8;
14/03/2022;07:00:00;0             ;211             ;82;
14/03/2022;07:15:00;0             ;209             ;80.41;
14/03/2022;07:30:00;0             ;208             ;79.62;
14/03/2022;07:45:00;0             ;207             ;78.83;
14/03/2022;08:00:00;0             ;205             ;77.27;
14/03/2022;08:15:00;0             ;204             ;76.49;
14/03/2022;08:30:00;0             ;203             ;75.71;
14/03/2022;08:45:00;0             ;201             ;74.17;
14/03/2022;09:00:00;0             ;200             ;73.4;
14/03/2022;09:15:00;0             ;198             ;71.88;
14/03/2022;09:30:00;0             ;197             ;71.12;
14/03/2022;09:45:00;0             ;195             ;69.61;
14/03/2022;10:00:00;0             ;194             ;68.86;
14/03/2022;10:15:00;0             ;193             ;68.11;
14/03/2022;10:30:00;0             ;192             ;67.37;
14/03/2022;10:45:00;0             ;191             ;66.63;
14/03/2022;11:00:00;0             ;190             ;65.89;
14/03/2022;11:15:00;0             ;189             ;65.16;
14/03/2022;11:30:00;0             ;188             ;64.43;
14/03/2022;11:45:00;0             ;188             ;64.43;
14/03/2022;12:00:00;0             ;187             ;63.7;
14/03/2022;12:15:00;0             ;186             ;62.97;
14/03/2022;12:30:00;0             ;186             ;62.97;
14/03/2022;12:45:00;0             ;185             ;62.25;
14/03/2022;13:00:00;0             ;185             ;62.25;
14/03/2022;13:15:00;0             ;185             ;62.25;
14/03/2022;13:30:00;0             ;184             ;61.53;
14/03/2022;13:45:00;0             ;184             ;61.53;
14/03/2022;14:00:00;0             ;184             ;61.53;
14/03/2022;14:15:00;0             ;183             ;60.81;
14/03/2022;14:30:00;0             ;183             ;60.81;
14/03/2022;14:45:00;0             ;183             ;60.81;
14/03/2022;15:00:00;0             ;183             ;60.81;
14/03/2022;15:15:00;0             ;183             ;60.81;
14/03/2022;15:30:00;0             ;183             ;60.81;
14/03/2022;15:45:00;0             ;182             ;60.1;
14/03/2022;16:00:00;0             ;182             ;60.1;
14/03/2022;16:15:00;0             ;182             ;60.1;
14/03/2022;16:30:00;0             ;182             ;60.1;
14/03/2022;16:45:00;0             ;182             ;60.1;
14/03/2022;17:00:00;0             ;182             ;60.1;
14/03/2022;17:15:00;0             ;182             ;60.1;
14/03/2022;17:30:00;0             ;182             ;60.1;
14/03/2022;17:45:00;0             ;182             ;60.1;
14/03/2022;18:00:00;0             ;181             ;59.39;
14/03/2022;18:15:00;0             ;181             ;59.39;
14/03/2022;18:30:00;0             ;181             ;59.39;
14/03/2022;18:45:00;0             ;181             ;59.39;
14/03/2022;19:00:00;0             ;181             ;59.39;
14/03/2022;19:15:00;0             ;181             ;59.39;
14/03/2022;19:30:00;0             ;181             ;59.39;
14/03/2022;19:45:00;0             ;181             ;59.39;
14/03/2022;20:00:00;0             ;181             ;59.39;
14/03/2022;20:15:00;0             ;181             ;59.39;
14/03/2022;20:30:00;0             ;181             ;59.39;
14/03/2022;20:45:00;0             ;181             ;59.39;
14/03/2022;21:00:00;0             ;181             ;59.39;
14/03/2022;21:15:00;0             ;181             ;59.39;
14/03/2022;21:30:00;0             ;181             ;59.39;
14/03/2022;21:45:00;0             ;181             ;59.39;
14/03/2022;22:00:00;0             ;181             ;59.39;
14/03/2022;22:15:00;0             ;181             ;59.39;
14/03/2022;22:30:00;0             ;181             ;59.39;
14/03/2022;22:45:00;0             ;181             ;59.39;
14/03/2022;23:00:00;0             ;181             ;59.39;
14/03/2022;23:15:00;0             ;181             ;59.39;
14/03/2022;23:30:00;0             ;181             ;59.39;
14/03/2022;23:45:00;0             ;181             ;59.39;
15/03/2022;00:00:00;0             ;181             ;59.39;
15/03/2022;00:15:00;0             ;181             ;59.39;
15/03/2022;00:30:00;0             ;181             ;59.39;
15/03/2022;00:45:00;0             ;181             ;59.39;
15/03/2022;01:00:00;0             ;181             ;59.39;
15/03/2022;01:15:00;0             ;181             ;59.39;
15/03/2022;01:30:00;0             ;181             ;59.39;
15/03/2022;01:45:00;0             ;181             ;59.39;
15/03/2022;02:00:00;0             ;181             ;59.39;
15/03/2022;02:15:00;0             ;181             ;59.39;
15/03/2022;02:30:00;0             ;181             ;59.39;
15/03/2022;02:45:00;0             ;181             ;59.39;
15/03/2022;03:00:00;0             ;182             ;60.1;
15/03/2022;03:15:00;0             ;182             ;60.1;
15/03/2022;03:30:00;0             ;183             ;60.81;
15/03/2022;03:45:00;0             ;184             ;61.53;
15/03/2022;04:00:00;0             ;185             ;62.25;
15/03/2022;04:15:00;0             ;186             ;62.97;
15/03/2022;04:30:00;0             ;188             ;64.43;
15/03/2022;04:45:00;0             ;190             ;65.89;
15/03/2022;05:00:00;0             ;192             ;67.37;
15/03/2022;05:15:00;0             ;194             ;68.86;
15/03/2022;05:30:00;0             ;196             ;70.36;
15/03/2022;05:45:00;0             ;198             ;71.88;
15/03/2022;06:00:00;0             ;200             ;73.4;
15/03/2022;06:15:00;0             ;201             ;74.17;
15/03/2022;06:30:00;0             ;203             ;75.71;
15/03/2022;06:45:00;0             ;204             ;76.49;
15/03/2022;07:00:00;0             ;205             ;77.27;
15/03/2022;07:15:00;0             ;205             ;77.27;
15/03/2022;07:30:00;0             ;206             ;78.05;
15/03/2022;07:45:00;0             ;206             ;78.05;
15/03/2022;08:00:00;0             ;205             ;77.27;
15/03/2022;08:15:00;0             ;205             ;77.27;
15/03/2022;08:30:00;0             ;204             ;76.49;
15/03/2022;08:45:00;0             ;204             ;76.49;
15/03/2022;09:00:00;0             ;203             ;75.71;
15/03/2022;09:15:00;0             ;202             ;74.94;
15/03/2022;09:30:00;0             ;201             ;74.17;
15/03/2022;09:45:00;0             ;200             ;73.4;
15/03/2022;10:00:00;0             ;199             ;72.64;
15/03/2022;10:15:00;0             ;197             ;71.12;
15/03/2022;10:30:00;0             ;196             ;70.36;
15/03/2022;10:45:00;0             ;195             ;69.61;
15/03/2022;11:00:00;0             ;194             ;68.86;
15/03/2022;11:15:00;0             ;193             ;68.11;
15/03/2022;11:30:00;0             ;192             ;67.37;
15/03/2022;11:45:00;0             ;191             ;66.63;
15/03/2022;12:00:00;0             ;190             ;65.89;
15/03/2022;12:15:00;0             ;189             ;65.16;
15/03/2022;12:30:00;0             ;188             ;64.43;
15/03/2022;12:45:00;0             ;187             ;63.7;
15/03/2022;13:00:00;0             ;187             ;63.7;
15/03/2022;13:15:00;0             ;186             ;62.97;
15/03/2022;13:30:00;0             ;185             ;62.25;
15/03/2022;13:45:00;0             ;185             ;62.25;
15/03/2022;14:00:00;0             ;184             ;61.53;
15/03/2022;14:15:00;0             ;184             ;61.53;
15/03/2022;14:30:00;0             ;183             ;60.81;
15/03/2022;14:45:00;0             ;183             ;60.81;
15/03/2022;15:00:00;0             ;183             ;60.81;
15/03/2022;15:15:00;0             ;183             ;60.81;
15/03/2022;15:30:00;0             ;182             ;60.1;
15/03/2022;15:45:00;0             ;182             ;60.1;
15/03/2022;16:00:00;0             ;182             ;60.1;
15/03/2022;16:15:00;0             ;182             ;60.1;
15/03/2022;16:30:00;0             ;182             ;60.1;
15/03/2022;16:45:00;0             ;182             ;60.1;
15/03/2022;17:00:00;0             ;181             ;59.39;
15/03/2022;17:15:00;0             ;181             ;59.39;
15/03/2022;17:30:00;0             ;181             ;59.39;
15/03/2022;17:45:00;0             ;181             ;59.39;
15/03/2022;18:00:00;0             ;181             ;59.39;
15/03/2022;18:15:00;0             ;181             ;59.39;
15/03/2022;18:30:00;0             ;181             ;59.39;
15/03/2022;18:45:00;0             ;181             ;59.39;
15/03/2022;19:00:00;0             ;181             ;59.39;
15/03/2022;19:15:00;0             ;181             ;59.39;
15/03/2022;19:30:00;0             ;181             ;59.39;
15/03/2022;19:45:00;0             ;181             ;59.39;
15/03/2022;20:00:00;0             ;180             ;58.68;
15/03/2022;20:15:00;0             ;180             ;58.68;
15/03/2022;20:30:00;0             ;180             ;58.68;
15/03/2022;20:45:00;0             ;180             ;58.68;
15/03/2022;21:00:00;0             ;180             ;58.68;
15/03/2022;21:15:00;0             ;180             ;58.68;
15/03/2022;21:30:00;0             ;180             ;58.68;
15/03/2022;21:45:00;0             ;180             ;58.68;
15/03/2022;22:00:00;0             ;180             ;58.68;
15/03/2022;22:15:00;0             ;180             ;58.68;
15/03/2022;22:30:00;0             ;180             ;58.68;
15/03/2022;22:45:00;0             ;179             ;57.98;
15/03/2022;23:00:00;0             ;179             ;57.98;
15/03/2022;23:15:00;0             ;179             ;57.98;
15/03/2022;23:30:00;0             ;179             ;57.98;
15/03/2022;23:45:00;0             ;179             ;57.98;
16/03/2022;00:00:00;0             ;179             ;57.98;
16/03/2022;00:15:00;0             ;179             ;57.98;
16/03/2022;00:30:00;0             ;179             ;57.98;
16/03/2022;00:45:00;0             ;179             ;57.98;
16/03/2022;01:00:00;0             ;179             ;57.98;
16/03/2022;01:15:00;0             ;179             ;57.98;
16/03/2022;01:30:00;0             ;179             ;57.98;
16/03/2022;01:45:00;0             ;179             ;57.98;
16/03/2022;02:00:00;0             ;180             ;58.68;
16/03/2022;02:15:00;0             ;180             ;58.68;
16/03/2022;02:30:00;0             ;180             ;58.68;
16/03/2022;02:45:00;0             ;180             ;58.68;
16/03/2022;03:00:00;0             ;181             ;59.39;
16/03/2022;03:15:00;0             ;182             ;60.1;
16/03/2022;03:30:00;0             ;183             ;60.81;
16/03/2022;03:45:00;0             ;183             ;60.81;
16/03/2022;04:00:00;0             ;185             ;62.25;
16/03/2022;04:15:00;0             ;186             ;62.97;
16/03/2022;04:30:00;0             ;187             ;63.7;
16/03/2022;04:45:00;0             ;188             ;64.43;
16/03/2022;05:00:00;0             ;189             ;65.16;
16/03/2022;05:15:00;0             ;190             ;65.89;
16/03/2022;05:30:00;0             ;190             ;65.89;
16/03/2022;05:45:00;0             ;191             ;66.63;
16/03/2022;06:00:00;0             ;192             ;67.37;
16/03/2022;06:15:00;0             ;192             ;67.37;
16/03/2022;06:30:00;0             ;192             ;67.37;
16/03/2022;06:45:00;0             ;192             ;67.37;
16/03/2022;07:00:00;0             ;192             ;67.37;
16/03/2022;07:15:00;0             ;191             ;66.63;
16/03/2022;07:30:00;0             ;191             ;66.63;
16/03/2022;07:45:00;0             ;191             ;66.63;
16/03/2022;08:00:00;0             ;190             ;65.89;
16/03/2022;08:15:00;0             ;189             ;65.16;
16/03/2022;08:30:00;0             ;189             ;65.16;
16/03/2022;08:45:00;0             ;188             ;64.43;
16/03/2022;09:00:00;0             ;188             ;64.43;
16/03/2022;09:15:00;0             ;187             ;63.7;
16/03/2022;09:30:00;0             ;186             ;62.97;
16/03/2022;09:45:00;0             ;185             ;62.25;
16/03/2022;10:00:00;0             ;184             ;61.53;
16/03/2022;10:15:00;0             ;184             ;61.53;
16/03/2022;10:30:00;0             ;183             ;60.81;
16/03/2022;10:45:00;0             ;182             ;60.1;
16/03/2022;11:00:00;0             ;181             ;59.39;
16/03/2022;11:15:00;0             ;181             ;59.39;
16/03/2022;11:30:00;0             ;180             ;58.68;
16/03/2022;11:45:00;0             ;180             ;58.68;
16/03/2022;12:00:00;0             ;179             ;57.98;
16/03/2022;12:15:00;0             ;179             ;57.98;
16/03/2022;12:30:00;0             ;178             ;57.28;
16/03/2022;12:45:00;0             ;178             ;57.28;
16/03/2022;13:00:00;0             ;177             ;56.58;
16/03/2022;13:15:00;0             ;177             ;56.58;
16/03/2022;13:30:00;0             ;177             ;56.58;
16/03/2022;13:45:00;0             ;177             ;56.58;
16/03/2022;14:00:00;0             ;176             ;55.89;
16/03/2022;14:15:00;0             ;176             ;55.89;
16/03/2022;14:30:00;0             ;176             ;55.89;
16/03/2022;14:45:00;0             ;176             ;55.89;
16/03/2022;15:00:00;0             ;176             ;55.89;
16/03/2022;15:15:00;0             ;176             ;55.89;
16/03/2022;15:30:00;0             ;175             ;55.2;
16/03/2022;15:45:00;0             ;175             ;55.2;
16/03/2022;16:00:00;0             ;175             ;55.2;
16/03/2022;16:15:00;0             ;175             ;55.2;
16/03/2022;16:30:00;0             ;175             ;55.2;
16/03/2022;16:45:00;0             ;175             ;55.2;
16/03/2022;17:00:00;0             ;175             ;55.2;
16/03/2022;17:15:00;0             ;175             ;55.2;
16/03/2022;17:30:00;0             ;175             ;55.2;
16/03/2022;17:45:00;0             ;175             ;55.2;
16/03/2022;18:00:00;0             ;175             ;55.2;
16/03/2022;18:15:00;0             ;175             ;55.2;
16/03/2022;18:30:00;0             ;175             ;55.2;
16/03/2022;18:45:00;0             ;175             ;55.2;
16/03/2022;19:00:00;0             ;175             ;55.2;
16/03/2022;19:15:00;0             ;174             ;54.51;
16/03/2022;19:30:00;0             ;174             ;54.51;
16/03/2022;19:45:00;0             ;174             ;54.51;
16/03/2022;20:00:00;0             ;174             ;54.51;
16/03/2022;20:15:00;0             ;174             ;54.51;
16/03/2022;20:30:00;0             ;174             ;54.51;
16/03/2022;20:45:00;0             ;174             ;54.51;
16/03/2022;21:00:00;0             ;174             ;54.51;
16/03/2022;21:15:00;0             ;174             ;54.51;
16/03/2022;21:30:00;0             ;174             ;54.51;
16/03/2022;21:45:00;0             ;174             ;54.51;
16/03/2022;22:00:00;0             ;173             ;53.82;
16/03/2022;22:15:00;0             ;173             ;53.82;
16/03/2022;22:30:00;0             ;172             ;53.14;
16/03/2022;22:45:00;0             ;171             ;52.46;
16/03/2022;23:00:00;0             ;170             ;51.79;
16/03/2022;23:15:00;0             ;169             ;51.11;
16/03/2022;23:30:00;0             ;167             ;49.78;
16/03/2022;23:45:00;0             ;165             ;48.46;
17/03/2022;00:00:00;0             ;163             ;47.15;
17/03/2022;00:15:00;0             ;161             ;45.85;
17/03/2022;00:30:00;0             ;159             ;44.57;
17/03/2022;00:45:00;0             ;158             ;43.93;
17/03/2022;01:00:00;0             ;156             ;42.67;
17/03/2022;01:15:00;0             ;155             ;42.04;
17/03/2022;01:30:00;0             ;153             ;40.8;
17/03/2022;01:45:00;0             ;153             ;40.8;
17/03/2022;02:00:00;0             ;152             ;40.18;
17/03/2022;02:15:00;0             ;152             ;40.18;
17/03/2022;02:30:00;0             ;153             ;40.8;
17/03/2022;02:45:00;0             ;154             ;41.42;
17/03/2022;03:00:00;0             ;156             ;42.67;
17/03/2022;03:15:00;0             ;158             ;43.93;
17/03/2022;03:30:00;0             ;161             ;45.85;
17/03/2022;03:45:00;0             ;165             ;48.46;
17/03/2022;04:00:00;0             ;169             ;51.11;
17/03/2022;04:15:00;0             ;174             ;54.51;
17/03/2022;04:30:00;0             ;178             ;57.28;
17/03/2022;04:45:00;0             ;182             ;60.1;
17/03/2022;05:00:00;0             ;186             ;62.97;
17/03/2022;05:15:00;0             ;190             ;65.89;
17/03/2022;05:30:00;0             ;194             ;68.86;
17/03/2022;05:45:00;0             ;196             ;70.36;
17/03/2022;06:00:00;0             ;199             ;72.64;
17/03/2022;06:15:00;0             ;201             ;74.17;
17/03/2022;06:30:00;0             ;202             ;74.94;
17/03/2022;06:45:00;0             ;203             ;75.71;
17/03/2022;07:00:00;0             ;203             ;75.71;
17/03/2022;07:15:00;0             ;203             ;75.71;
17/03/2022;07:30:00;0             ;203             ;75.71;
17/03/2022;07:45:00;0             ;202             ;74.94;
17/03/2022;08:00:00;0             ;202             ;74.94;
17/03/2022;08:15:00;0             ;201             ;74.17;
17/03/2022;08:30:00;0             ;199             ;72.64;
17/03/2022;08:45:00;0             ;198             ;71.88;
17/03/2022;09:00:00;0             ;197             ;71.12;
17/03/2022;09:15:00;0             ;195             ;69.61;
17/03/2022;09:30:00;0             ;194             ;68.86;
17/03/2022;09:45:00;0             ;193             ;68.11;
17/03/2022;10:00:00;0             ;192             ;67.37;
17/03/2022;10:15:00;0             ;191             ;66.63;
17/03/2022;10:30:00;0             ;189             ;65.16;
17/03/2022;10:45:00;0             ;188             ;64.43;
17/03/2022;11:00:00;0             ;187             ;63.7;
17/03/2022;11:15:00;0             ;186             ;62.97;
17/03/2022;11:30:00;0             ;186             ;62.97;
17/03/2022;11:45:00;0             ;185             ;62.25;
17/03/2022;12:00:00;0             ;184             ;61.53;
17/03/2022;12:15:00;0             ;183             ;60.81;
17/03/2022;12:30:00;0             ;182             ;60.1;
17/03/2022;12:45:00;0             ;182             ;60.1;
17/03/2022;13:00:00;0             ;181             ;59.39;
17/03/2022;13:15:00;0             ;180             ;58.68;
17/03/2022;13:30:00;0             ;180             ;58.68;
17/03/2022;13:45:00;0             ;179             ;57.98;
17/03/2022;14:00:00;0             ;178             ;57.28;
17/03/2022;14:15:00;0             ;178             ;57.28;
